date,year,eventLabel,typeLabel,category,impact,source,event_id
1986-01-01,1986,Invasão de China,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,210
1937-01-01,1937,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,211
2011-01-01,2011,Lançamento de Realidade Virtual,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,212
1963-01-01,1963,Tsunami no Pacífico,Desastre Natural,Desastre Natural,Médio,Synthetic_Historical_Dataset,213
1976-01-01,1976,Lançamento de Realidade Virtual,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,214
1994-01-01,1994,Mudança constitucional em Brasil,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,215
1996-01-01,1996,Acordo de paz em América do Norte,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,216
2013-01-01,2013,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,217
2013-01-01,2013,Erupção vulcânica em Vulcão_X,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,218
2018-01-01,2018,Colapso bancário em Japão,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,219
1973-01-01,1973,Recessão econômica global,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,220
1984-01-01,1984,Seca prolongada em América do Norte,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,221
1993-01-01,1993,Guerra em Europa (1993),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,222
2014-01-01,2014,Guerra em América do Sul (2014),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,223
1953-01-01,1953,Avanço em cirurgia Cardíaca,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,224
2005-01-01,2005,Cometa Evento_224 observado,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,225
1988-01-01,1988,Novo medicamento para Hipertensão,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,226
2021-01-01,2021,Descoberta de Elemento_Z,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,227
2014-01-01,2014,Guerra em América Central (2014),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,228
2022-01-01,2022,Eclipse Cardíaca visível em Europa,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,229
2004-01-01,2004,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,230
2008-01-01,2008,Crise internacional envolvendo Argentina e Espanha,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,231
2007-01-01,2007,Inundação em América Central,Desastre Natural,Desastre Natural,Baixo,Synthetic_Historical_Dataset,232
1905-01-01,1905,Incêndio florestal em Sudeste Asiático,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,233
2012-01-01,2012,Descoberta científica em Medicina,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,234
2023-01-01,2023,Golpe militar em Canadá,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,235
2015-01-01,2015,Quebra da bolsa em Nova York,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,236
2004-01-01,2004,Teoria revolucionária em Geologia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,237
2016-01-01,2016,Programa de saúde pública em México,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,238
2023-01-01,2023,Crise cambial em América do Sul,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,239
2022-01-01,2022,Descoberta científica em Psicologia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,240
1994-01-01,1994,Descoberta de Elemento_Z,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,241
2020-01-01,2020,Golpe militar em Brasil,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,242
2017-01-01,2017,Guerra em América Central (2017),Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,243
1976-01-01,1976,Lançamento de Telefone celular,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,244
2024-01-01,2024,Crise financeira em Europa,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,245
2024-01-01,2024,Avanço em cirurgia Cardíaca,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,246
1998-01-01,1998,Inflação alta em Oceania,Crise Econômica,Crise Econômica,Baixo,Synthetic_Historical_Dataset,247
2010-01-01,2010,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,248
2005-01-01,2005,Exploração de Marte,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,249
2005-01-01,2005,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,250
1923-01-01,1923,Erupção vulcânica em Vulcão_X,Desastre Natural,Desastre Natural,Baixo,Synthetic_Historical_Dataset,251
1999-01-01,1999,Crise de saúde global,Avanço Médico/Saúde,Avanço Médico/Saúde,Baixo,Synthetic_Historical_Dataset,252
1952-01-01,1952,Batalha de Pequim (1952),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,253
2006-01-01,2006,Invasão de Arábia Saudita,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,254
2000-01-01,2000,Crise financeira em Oriente Médio,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,255
1998-01-01,1998,Acordo de paz em Oriente Médio,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,256
2013-01-01,2013,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,257
2002-01-01,2002,Reforma política em África,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,258
1905-01-01,1905,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,259
2024-01-01,2024,Mudança constitucional em Itália,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,260
2015-01-01,2015,Descoberta de Elemento_Z,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,261
1931-01-01,1931,Erupção vulcânica em Vulcão_X,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,262
2022-01-01,2022,Avanço tecnológico em Geologia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,263
2013-01-01,2013,Quebra da bolsa em Rio de Janeiro,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,264
2021-01-01,2021,Descoberta científica em Matemática,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,265
2016-01-01,2016,Invasão de Espanha,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,266
1972-01-01,1972,Recessão econômica global,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,267
1957-01-01,1957,Quebra da bolsa em Tóquio,Crise Econômica,Crise Econômica,Baixo,Synthetic_Historical_Dataset,268
2015-01-01,2015,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,269
1991-01-01,1991,Inflação alta em Europa,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,270
2020-01-01,2020,Novo telescópio: Evento_270,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,271
2005-01-01,2005,Crise financeira em Ásia,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,272
1986-01-01,1986,Acordo de paz em América Central,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,273
2014-01-01,2014,Mudança constitucional em Índia,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,274
2018-01-01,2018,Quebra da bolsa em Rio de Janeiro,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,275
1990-01-01,1990,Dívida soberana de Japão,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,276
1997-01-01,1997,Inflação alta em Sudeste Asiático,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,277
1913-01-01,1913,Invasão de Rússia,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,278
1984-01-01,1984,Crise financeira em Oriente Médio,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,279
1971-01-01,1971,Inundação em Oriente Médio,Desastre Natural,Desastre Natural,Médio,Synthetic_Historical_Dataset,280
1983-01-01,1983,Erupção vulcânica em Vulcão_X,Desastre Natural,Desastre Natural,Baixo,Synthetic_Historical_Dataset,281
2000-01-01,2000,Teoria revolucionária em Economia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,282
2020-01-01,2020,Colapso bancário em Índia,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,283
1958-01-01,1958,Eleições presidenciais em Argentina,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,284
2002-01-01,2002,Descoberta de Elemento_Z,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,285
2023-01-01,2023,Crise internacional envolvendo Austrália e México,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,286
1992-01-01,1992,Descoberta sobre Alzheimer,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,287
1997-01-01,1997,Avanço tecnológico em Química,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,288
1982-01-01,1982,Missão espacial para Marte,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,289
1997-01-01,1997,Reforma política em África,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,290
2016-01-01,2016,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,291
2004-01-01,2004,Avanço em cirurgia Cardíaca,Avanço Médico/Saúde,Avanço Médico/Saúde,Baixo,Synthetic_Historical_Dataset,292
2015-01-01,2015,Descoberta astronômica: Novo planeta,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Baixo,Synthetic_Historical_Dataset,293
1970-01-01,1970,Conflito armado na América Central,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,294
1986-01-01,1986,Exploração de Marte,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Médio,Synthetic_Historical_Dataset,295
1973-01-01,1973,Lançamento de Drones,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,296
2022-01-01,2022,Inundação em América do Norte,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,297
1972-01-01,1972,Independência de Arábia Saudita,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,298
1986-01-01,1986,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,299
2013-01-01,2013,Movimento social em Alemanha,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,300
2015-01-01,2015,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,301
2008-01-01,2008,Batalha de Cidade do México (2008),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,302
2020-01-01,2020,Crise financeira em África,Crise Econômica,Crise Econômica,Baixo,Synthetic_Historical_Dataset,303
1987-01-01,1987,Acordo de paz em Oceania,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,304
2012-01-01,2012,Golpe militar em França,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,305
2010-01-01,2010,Lançamento de Internet,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,306
2004-01-01,2004,Batalha de Paris (2004),Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,307
1927-01-01,1927,Programa de saúde pública em Austrália,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,308
1991-01-01,1991,Quebra da bolsa em Sydney,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,309
2016-01-01,2016,Novo medicamento para Hipertensão,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,310
1961-01-01,1961,Crise financeira em África,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,311
1905-01-01,1905,Inflação alta em América do Sul,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,312
1939-01-01,1939,Missão espacial para Marte,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Baixo,Synthetic_Historical_Dataset,313
1988-01-01,1988,Avanço tecnológico em Biologia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,314
2001-01-01,2001,Inflação alta em Oceania,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,315
2022-01-01,2022,Lançamento de Realidade Virtual,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,316
2016-01-01,2016,Inflação alta em Ásia,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,317
1988-01-01,1988,Movimento social em México,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,318
1986-01-01,1986,Novo telescópio: Evento_318,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,319
1951-01-01,1951,Programa de saúde pública em Brasil,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,320
1973-01-01,1973,Guerra em América do Sul (1973),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,321
1997-01-01,1997,Independência de Coreia do Sul,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,322
2003-01-01,2003,Conflito armado na Oriente Médio,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,323
1964-01-01,1964,Descoberta científica em Matemática,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,324
1979-01-01,1979,Erupção vulcânica em Vulcão_X,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,325
2017-01-01,2017,Lançamento de Robô,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,326
1978-01-01,1978,Revolução em China,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,327
2007-01-01,2007,Inflação alta em Oriente Médio,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,328
2021-01-01,2021,Guerra em América Central (2021),Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,329
1966-01-01,1966,Descoberta sobre Parkinson,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,330
1986-01-01,1986,Revolução em Austrália,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,331
2021-01-01,2021,Invasão de Espanha,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,332
1982-01-01,1982,Incêndio florestal em Ásia,Desastre Natural,Desastre Natural,Médio,Synthetic_Historical_Dataset,333
2003-01-01,2003,Avanço tecnológico em Física,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,334
2022-01-01,2022,Inundação em América do Norte,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,335
1962-01-01,1962,Eleições presidenciais em Austrália,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,336
2009-01-01,2009,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,337
2022-01-01,2022,Acordo de paz em América Central,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,338
2022-01-01,2022,Colapso bancário em Alemanha,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,339
2023-01-01,2023,Crise internacional envolvendo Brasil e Itália,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,340
1984-01-01,1984,Invasão de Brasil,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,341
1994-01-01,1994,Programa de saúde pública em Coreia do Sul,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,342
2003-01-01,2003,Novo medicamento para Hipertensão,Avanço Médico/Saúde,Avanço Médico/Saúde,Baixo,Synthetic_Historical_Dataset,343
2002-01-01,2002,Terremoto em Moscou,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,344
1905-01-01,1905,Acordo de paz em Sudeste Asiático,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,345
1972-01-01,1972,Novo tratamento médico para Alzheimer,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,346
